osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/262714013,Northgate,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.058056,27.948056,
node/262714027,Northmead,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.153333,28.309167,
node/6027942119,Northmead Ext 4,neighbourhood,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.155736,28.314112,
node/29728135,Northwold,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.076944,27.956944,
node/253198379,Norwood,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.158889,28.072500,
node/262714058,Noycedale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.425556,28.462500,
node/262721720,Ntshonalanga,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.017500,28.183333,
node/13111767373,Nuffield Industrial Area,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.286389,28.457900,
node/262714202,Nuwe Eersterus,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.406389,28.139167,
node/262714233,Nxiweni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.022500,28.221667,
node/262714245,Oakdene,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.263611,28.052500,
node/262714246,Oaklands,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.148056,28.068056,
node/262714259,Oberholzer,suburb,Merafong City Local Municipality,Gauteng,-26.350047,27.384138,
node/4384923618,Odinburg Gardens,neighbourhood,City of Tshwane Metropolitan Municipality,Gauteng,-25.508583,28.019018,
node/262714276,Ohinimuri,suburb,Midvaal Local Municipality,Gauteng,-26.438333,27.948889,
node/260425205,Olivanna,suburb,Mogale City Local Municipality,Gauteng,-26.106667,27.773611,
node/30864064,Olivedale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.055556,27.978889,
node/259496733,Ontdekkerspark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.147778,27.887778,
node/262714326,Ophirton,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.223056,28.028889,
node/13279261785,Opmekaar,neighbourhood,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.234566,28.218545,
node/262714337,Orange Farm,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.466111,27.865278,
node/113359368,Orange Grove,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.161944,28.090000,
node/262714342,Oranjehof,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.247222,28.437222,
node/262714353,Orchards,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.154722,28.079444,
node/262714369,Oriel,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.186111,28.131389,
node/8825357694,Orient Hills,village,Mogale City Local Municipality,Gauteng,-26.030673,27.602345,
node/1371671309,Orlando,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.222541,27.911753,
node/262714377,Orlando East,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.237901,27.927914,
node/262714378,Orlando Ekhaya,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.250000,27.933333,
node/262714379,Orlando West,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.220556,27.914722,
node/262714380,Ormonde,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.246944,27.994167,
node/262714381,Ormonde View,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.252967,27.986708,
node/262714454,Paarlshoop,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.207055,27.989422,
node/262714513,Palm Ridge,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.389167,28.145556,
node/262714547,Parkdene,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.231111,28.252500,
node/262714549,Parkhill Gardens,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.238889,28.187222,
node/262721886,Parkhurst,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.139722,28.018889,
node/254673040,Parkmore,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.095278,28.037500,
node/262714551,Parkrand,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.245833,28.270556,
node/262714553,Parktown,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.703889,28.177778,
node/262721888,Parktown,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.181667,28.027778,
node/262721889,Parktown North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.139444,28.030278,
node/262714555,Parkview,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.164167,28.025278,
node/262721890,Parkwood,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.150833,28.030278,
node/262714559,Paul Krugersoord,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.240278,28.431667,
node/155432734,Paulshof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.030556,28.049167,
node/611053584,Paulshof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.029639,28.033819,
node/262714561,Peacehaven,suburb,Emfuleni Local Municipality,Gauteng,-26.663333,27.948611,
node/262714576,Persequor,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.743889,28.273889,
node/262714577,Persida,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.188611,28.512778,
node/262714593,Petersfield,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.232803,28.442451,
node/262721912,Petervale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.040833,28.045833,
node/262714597,Petit,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.101944,28.370833,
node/262714620,Phake,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.335000,28.158333,
node/262714664,Philip Nel Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.731111,28.141667,
node/2532237216,Phomolong,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.726073,28.410413,Phomolong Informal Settlement
node/26087642,Pierre van Ryneveld,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.836944,28.241667,
node/262714787,Pimville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.271147,27.905856,
node/4748637029,Pirowville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.213732,28.174415,
node/262714817,Plantation,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.215556,28.241111,
node/262714920,Pomona,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.094722,28.276111,
node/262715024,Power Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.264444,27.925556,
node/368233834,President Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.006360,28.148466,
node/262715034,President Ridge,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.102778,27.989444,
node/262715039,Presidents dam,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.212933,28.415270,
node/25503669,Pretoria,city,City of Tshwane Metropolitan Municipality,Gauteng,-25.745928,28.187910,iPitoli;E-Pitoli;Tshwane;PTA
node/29367008,Pretoria Central,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.751843,28.189974,
node/262715060,Pretoria Gardens,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.722778,28.148889,
node/262715067,Pretoria North,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.672735,28.173416,Pretoria-Noord
node/29283042,Pretoria Tuine,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.725315,28.155311,
node/262715073,Pretoria-West,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.749472,28.156810,
node/262715082,Pretoriuspark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.810278,28.303889,
node/1394933093,Pretoriusstad,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.424039,28.439100,
node/262715083,Primrose,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.184167,28.166944,
node/262715085,Primrose Hill,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.197500,28.138889,
node/2292145630,Princess,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.129724,27.851114,
node/262715087,Proclamation Hill,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.753611,28.138333,Proklamasieheuwel
node/262715091,Protea Glen,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.272222,27.816944,
node/262715092,Protea North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.269444,27.831944,
node/262715094,Protea South,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.285278,27.841389,
node/262715096,Protem,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.700278,28.566944,
node/259181707,Pumulani,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.661572,28.285683,
node/262715098,Putfontein,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.132734,28.389944,
node/262715102,Queen's Haven,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.241667,28.091667,
node/30483932,Queenswood,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.732322,28.247560,
node/249094600,Quellerina,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.157500,27.935833,
node/260425210,Quellieriepark,suburb,Mogale City Local Municipality,Gauteng,-26.091389,27.758056,
node/262715109,Rabie Ridge,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.017222,28.174722,
node/262715112,Raceview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.277222,28.116944,
node/262715113,Radebe,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.351944,28.147500,
node/262715118,Radiokop,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.105278,27.921667,
node/262715136,Ramokonapi,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.361389,28.157222,
node/262715140,Ramotse,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.365833,28.290833,
node/12173793246,Randburg,city,City of Johannesburg Metropolitan Municipality,Gauteng,-26.091585,28.002028,
node/262721987,Randburg,city,City of Johannesburg Metropolitan Municipality,Gauteng,-26.091359,28.002109,
node/262721988,Randfontein,town,Randfontein Local Municipality,Gauteng,-26.173611,27.694167,
node/262715158,Randgate,suburb,Randfontein Local Municipality,Gauteng,-26.168056,27.683333,
node/262715161,Randhart,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.289444,28.111944,
node/262715165,Randjespark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.973333,28.132500,
node/262715170,Randpark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.111111,27.971667,
node/262715173,Randpark Ridge,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.100833,27.956944,Randparkrif
node/262715176,Randpoort,suburb,Randfontein Local Municipality,Gauteng,-26.162778,27.677222,
node/259496735,Rangeview,suburb,Mogale City Local Municipality,Gauteng,-26.111944,27.826389,
node/260425215,Rant-en-Dal,suburb,Mogale City Local Municipality,Gauteng,-26.077222,27.778056,
node/27032013,Raslouw,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.852895,28.118679,
node/262715210,Ratanda,suburb,Lesedi Local Municipality,Gauteng,-26.552798,28.327958,
node/4432894991,Ravensklip,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.181291,28.201742,
node/262715220,Ravenswood,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.196389,28.256111,
node/60954374,Rayton,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.740067,28.533168,
node/262715230,Redan,suburb,Emfuleni Local Municipality,Gauteng,-26.620000,27.966111,
node/259496739,Reefhaven,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.145278,27.856944,
node/262715239,Refilwe,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.638889,28.529444,
node/262715244,Regent's Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.238614,28.069733,
node/262715251,Reigerpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.231944,28.224167,
node/262715254,Rembrandtpark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.123611,28.128611,
node/262715260,Rensburgdorp,suburb,Lesedi Local Municipality,Gauteng,-26.523889,28.372778,
node/262715289,Rethabiseng,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.719722,28.716944,
node/3373621194,Rhodesfield,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.116293,28.233869,
node/262715297,Richmond,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.181667,28.016111,
node/262715302,Ridgeway,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.264444,28.002778,
node/30483944,Rietfontein,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.707500,28.224167,
node/369581614,Rietfontein,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.875840,27.973150,
node/262715312,Rietondale,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.729167,28.224444,
node/3071811083,Rietondale,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.730462,28.218876,
node/1607243469,Rietvallei,suburb,Mogale City Local Municipality,Gauteng,-26.197896,27.763179,
node/1607243446,Rietvallei 241-IQ,village,Mogale City Local Municipality,Gauteng,-26.173964,27.767563,
node/36274917,Rietvalleipark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.847408,28.253659,
node/1383615094,Rikasrus AH,suburb,Randfontein Local Municipality,Gauteng,-26.250826,27.562155,
node/262715329,Risana,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.257222,28.087222,
node/1380997903,Risi Sh,suburb,Midvaal Local Municipality,Gauteng,-26.641281,27.997372,
node/262715330,Risidale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.137500,27.979722,
node/262715331,Risiville,suburb,Midvaal Local Municipality,Gauteng,-26.643056,27.978611,
node/4157401150,Rispark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.319078,28.026782,
node/254599068,River Club,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.074444,28.043333,
node/262715334,Riverlea,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.211687,27.974033,
node/262715335,Riversdale,suburb,Midvaal Local Municipality,Gauteng,-26.585278,28.027778,
node/369591067,Riverside Estates,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.893650,27.896330,
node/262715338,Riverside Township,suburb,Mogale City Local Municipality,Gauteng,-25.900742,27.883000,
node/262715569,Riviera,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.722802,28.218797,
node/262715570,Riviera,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.160556,28.050833,
node/206998388,Rivonia,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.053333,28.059444,
node/262715571,Rivonia Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.041111,28.054722,
node/262715576,Robertsham,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.242778,28.016389,
node/262715579,Robertville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.190000,27.921944,
node/262715581,Robin Acres,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.108333,27.996944,
node/262715582,Robin Hills,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.111667,27.982222,
node/262715583,Robin Park,suburb,Randfontein Local Municipality,Gauteng,-26.151389,27.716111,
node/262715584,Robindale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.115000,27.994444,
node/262715591,Rondebult,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.309722,28.230833,
node/262715592,Rondebult,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.310895,28.186978,
node/259496740,Roodekrans,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.103889,27.847222,
node/369581647,Roodekrans,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.868230,27.952200,
node/26417322,Roodepoort,city,City of Johannesburg Metropolitan Municipality,Gauteng,-26.156663,27.885565,
node/262715594,Roodepoort-Noord,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.160556,27.877778,
node/259496741,Roodepoort-Wes,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.154167,27.859722,
node/27033541,Rooihuiskraal,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.893333,28.151389,
node/262715601,Rooihuiskraal-Noord,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.876667,28.148889,
node/262715612,Rooiwal,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.559167,28.247222,
node/262715637,Roseacre,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.237222,28.082778,
node/262722052,Rosebank,town,City of Johannesburg Metropolitan Municipality,Gauteng,-26.142948,28.039749,
node/4431304677,Rosedene,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.190854,28.227645,
